category,sequence,new_filename,old_filename,old_folder,extension
GEN,7,FU-GEN-0007.webp,drawing-approval-process-7-steps.webp,root,.webp
EDU,1,FU-EDU-0001.svg,edu-design-approvals.svg,edu,.svg
EDU,2,FU-EDU-0002.svg,edu-read-renovation-quote.svg,edu,.svg
EDU,3,FU-EDU-0003.svg,edu-villa-renovation-costs.svg,edu,.svg
EDU,4,FU-EDU-0004.svg,edu-why-renovations-go-wrong.svg,edu,.svg
GLS,1,FU-GLS-0001.webp,bifold-doors-balcony-view.webp,glass,.webp
GLS,2,FU-GLS-0002.webp,bifold-doors-pool-courtyard.webp,glass,.webp
GLS,3,FU-GLS-0003.webp,curved-glass-office-partition.webp,glass,.webp
GLS,4,FU-GLS-0004.webp,double-shower-herringbone-reeded-glass.webp,glass,.webp
GLS,5,FU-GLS-0005.webp,glass-aluminium-after-black-aluminum-frame-090.webp,glass,.webp
GLS,6,FU-GLS-0006.webp,glass-aluminium-after-circular-glass-dome-ceiling-158.webp,glass,.webp
GLS,7,FU-GLS-0007.webp,glass-aluminium-after-curved-glass-panels-with-alumi-111.webp,glass,.webp
GLS,8,FU-GLS-0008.webp,glass-aluminium-after-dark-aluminum-frame-with-clean-109.webp,glass,.webp
GLS,9,FU-GLS-0009.webp,glass-aluminium-after-floor-to-ceiling-glass-curtain-098.webp,glass,.webp
GLS,10,FU-GLS-0010.webp,glass-aluminium-after-floor-to-ceiling-glass-curtain-100.webp,glass,.webp
GLS,11,FU-GLS-0011.webp,glass-aluminium-after-floor-to-ceiling-glass-curtain-147.webp,glass,.webp
GLS,12,FU-GLS-0012.webp,glass-aluminium-after-floor-to-ceiling-glass-doors-w-084.webp,glass,.webp
GLS,13,FU-GLS-0013.webp,glass-aluminium-after-floor-to-ceiling-glass-garage--108.webp,glass,.webp
GLS,14,FU-GLS-0014.webp,glass-aluminium-after-floor-to-ceiling-glass-panels-097.webp,glass,.webp
GLS,15,FU-GLS-0015.webp,glass-aluminium-after-floor-to-ceiling-glass-partiti-085.webp,glass,.webp
GLS,16,FU-GLS-0016.webp,glass-aluminium-after-floor-to-ceiling-glass-partiti-153.webp,glass,.webp
GLS,17,FU-GLS-0017.webp,glass-aluminium-after-four-geometric-skylights-with--103.webp,glass,.webp
GLS,18,FU-GLS-0018.webp,glass-aluminium-after-four-large-roof-skylights-with-104.webp,glass,.webp
GLS,19,FU-GLS-0019.webp,glass-aluminium-after-frameless-glass-panels-116.webp,glass,.webp
GLS,20,FU-GLS-0020.webp,glass-aluminium-after-high-quality-white-aluminum-wi-088.webp,glass,.webp
GLS,21,FU-GLS-0021.webp,glass-aluminium-after-modern-aluminum-window-frame-087.webp,glass,.webp
GLS,22,FU-GLS-0022.webp,glass-aluminium-after-stainless-steel-posts-and-hand-114.webp,glass,.webp
GLS,23,FU-GLS-0023.webp,glass-aluminium-after-structural-glazing-with-spider-101.webp,glass,.webp
GLS,24,FU-GLS-0024.webp,glass-aluminium-after-structural-glazing-with-stainl-115.webp,glass,.webp
GLS,25,FU-GLS-0025.webp,glass-pavilion-outdoor-living.webp,glass,.webp
GLS,26,FU-GLS-0026.webp,glass-shower-enclosure-bathroom-real.webp,glass,.webp
GLS,27,FU-GLS-0027.webp,glass-shower-enclosure-stone-mosaic.webp,glass,.webp
GLS,28,FU-GLS-0028.webp,glass-shower-marble-gold-fixtures.webp,glass,.webp
GLS,29,FU-GLS-0029.webp,glass-staircase-balustrade-timber.webp,glass,.webp
GLS,30,FU-GLS-0030.webp,led-backlit-full-length-mirrors.webp,glass,.webp
GLS,31,FU-GLS-0031.webp,luxury-marble-shower-enclosure-led-niche.webp,glass,.webp
GLS,32,FU-GLS-0032.webp,luxury-vanity-oval-mirrors-real.webp,glass,.webp
GLS,33,FU-GLS-0033.webp,office-glass-partitions-commercial.webp,glass,.webp
GLS,34,FU-GLS-0034.webp,other-after-floor-to-ceiling-glass-partiti-042.webp,glass,.webp
GLS,35,FU-GLS-0035.webp,other-after-floor-to-ceiling-glass-partiti-052.webp,glass,.webp
GLS,36,FU-GLS-0036.webp,other-after-floor-to-ceiling-glass-partiti-066.webp,glass,.webp
GLS,37,FU-GLS-0037.webp,other-after-floor-to-ceiling-glass-partiti-069.webp,glass,.webp
GLS,38,FU-GLS-0038.webp,other-after-glass-panel-railings-with-meta-113.webp,glass,.webp
GLS,39,FU-GLS-0039.webp,other-after-glass-partition-walls-062.webp,glass,.webp
GLS,40,FU-GLS-0040.webp,other-after-glass-walled-conference-room-w-317.webp,glass,.webp
GLS,41,FU-GLS-0041.webp,other-after-glass-walled-meeting-rooms-wit-049.webp,glass,.webp
GLS,42,FU-GLS-0042.webp,shower-enclosure-black-frame-grey.webp,glass,.webp
GLS,43,FU-GLS-0043.webp,sliding-doors-garden-villa.webp,glass,.webp
GLS,44,FU-GLS-0044.webp,villa-staircase-glass-balustrade-stone.webp,glass,.webp
GLS,45,FU-GLS-0045.webp,walk-in-shower-frosted-glass-panel.webp,glass,.webp
HRO,1,FU-HRO-0001.webp,bathroom-after-black-framed-glass-shower-encl-091.webp,hero,.webp
HRO,2,FU-HRO-0002.webp,bathroom-after-chrome-framed-glass-shower-enc-096.webp,hero,.webp
HRO,3,FU-HRO-0003.webp,bathroom-after-floating-wooden-vanity-unit-092.webp,hero,.webp
HRO,4,FU-HRO-0004.webp,exterior-after-black-aluminum-pergola-with-ho-106.webp,hero,.webp
HRO,5,FU-HRO-0005.webp,exterior-after-contemporary-horizontal-panel--107.webp,hero,.webp
HRO,6,FU-HRO-0006.webp,exterior-after-grey-metal-cladding-panels-102.webp,hero,.webp
HRO,7,FU-HRO-0007.webp,glass-aluminium-after-black-aluminum-frame-090.webp,hero,.webp
HRO,8,FU-HRO-0008.webp,glass-aluminium-after-curved-glass-panels-with-alumi-111.webp,hero,.webp
HRO,9,FU-HRO-0009.webp,glass-aluminium-after-dark-aluminum-frame-with-clean-109.webp,hero,.webp
HRO,10,FU-HRO-0010.webp,kitchen-after-exposed-red-brick-accent-wall-070.webp,hero,.webp
HRO,11,FU-HRO-0011.webp,kitchen-after-smart-home-digital-interface-w-002.webp,hero,.webp
HRO,12,FU-HRO-0012.webp,living-room-after-black-framed-tilt-and-turn-win-089.webp,hero,.webp
HRO,13,FU-HRO-0013.webp,living-room-after-floor-to-ceiling-sliding-glass-086.webp,hero,.webp
HRO,14,FU-HRO-0014.webp,living-room-after-organic-curved-sofa-and-armcha-141.webp,hero,.webp
HRO,15,FU-HRO-0015.webp,other-after-curved-glass-panel-railing-sys-117.webp,hero,.webp
INT,1,FU-INT-0001.webp,bedroom-after-arched-window-with-cloud-view-201.webp,interiors,.webp
INT,2,FU-INT-0002.webp,bedroom-after-built-in-wardrobes-with-led-st-318.webp,interiors,.webp
INT,3,FU-INT-0003.webp,bedroom-after-built-in-window-seat-with-upho-314.webp,interiors,.webp
INT,4,FU-INT-0004.webp,bedroom-after-built-in-wooden-bed-frame-with-078.webp,interiors,.webp
INT,5,FU-INT-0005.webp,bedroom-after-built-in-workspace-integrated--282.webp,interiors,.webp
INT,6,FU-INT-0006.webp,bedroom-after-classical-ornate-wall-moldings-214.webp,interiors,.webp
INT,7,FU-INT-0007.webp,bedroom-after-crystal-chandelier-with-coffer-169.webp,interiors,.webp
INT,8,FU-INT-0008.webp,bedroom-after-crystal-chandelier-with-hangin-035.webp,interiors,.webp
INT,9,FU-INT-0009.webp,bedroom-after-curved-glass-ceiling-with-mult-227.webp,interiors,.webp
INT,10,FU-INT-0010.webp,bedroom-after-curved-upholstered-headboard-i-323.webp,interiors,.webp
INT,11,FU-INT-0011.webp,bedroom-after-custom-arched-pink-upholstered-239.webp,interiors,.webp
INT,12,FU-INT-0012.webp,bedroom-after-custom-upholstered-fabric-head-312.webp,interiors,.webp
INT,13,FU-INT-0013.webp,bedroom-after-custom-wall-paneling-with-rais-180.webp,interiors,.webp
INT,14,FU-INT-0014.webp,bedroom-after-dark-navy-painted-accent-wall-223.webp,interiors,.webp
INT,15,FU-INT-0015.webp,bedroom-after-glass-ceiling-with-multiple-sk-210.webp,interiors,.webp
INT,16,FU-INT-0016.webp,bedroom-after-minimalist-scandinavian-design-077.webp,interiors,.webp
INT,17,FU-INT-0017.webp,bedroom-after-statement-gold-branch-chandeli-028.webp,interiors,.webp
INT,18,FU-INT-0018.webp,bedroom-after-suspended-vertical-brass-light-307.webp,interiors,.webp
INT,19,FU-INT-0019.webp,bedroom-after-teal-textured-upholstered-head-209.webp,interiors,.webp
INT,20,FU-INT-0020.webp,bedroom-after-upholstered-beige-headboard-wi-243.webp,interiors,.webp
INT,21,FU-INT-0021.webp,bedroom-after-white-lacquered-vanity-console-235.webp,interiors,.webp
INT,22,FU-INT-0022.webp,bedroom-after-white-lacquered-vanity-desk-wi-230.webp,interiors,.webp
INT,23,FU-INT-0023.webp,full-villa-after-contemporary-cubic-architectur-145.webp,interiors,.webp
INT,24,FU-INT-0024.webp,full-villa-after-floating-cantilever-staircase--279.webp,interiors,.webp
INT,25,FU-INT-0025.webp,full-villa-after-infinity-pool-with-glass-edge-277.webp,interiors,.webp
INT,26,FU-INT-0026.webp,living-room-after-black-framed-tilt-and-turn-win-089.webp,interiors,.webp
INT,27,FU-INT-0027.webp,living-room-after-black-marble-dining-table-with-179.webp,interiors,.webp
INT,28,FU-INT-0028.webp,living-room-after-built-in-aquarium-with-led-lig-241.webp,interiors,.webp
INT,29,FU-INT-0029.webp,living-room-after-built-in-coffee-station-with-l-288.webp,interiors,.webp
INT,30,FU-INT-0030.webp,living-room-after-built-in-dark-wood-entertainme-033.webp,interiors,.webp
INT,31,FU-INT-0031.webp,living-room-after-cane-webbed-dining-chairs-with-222.webp,interiors,.webp
INT,32,FU-INT-0032.webp,living-room-after-crystal-chandelier-centerpiece-167.webp,interiors,.webp
INT,33,FU-INT-0033.webp,living-room-after-crystal-tiered-chandelier-175.webp,interiors,.webp
INT,34,FU-INT-0034.webp,living-room-after-crystal-tiered-chandelier-cent-076.webp,interiors,.webp
INT,35,FU-INT-0035.webp,living-room-after-curved-contemporary-sofa-seati-265.webp,interiors,.webp
INT,36,FU-INT-0036.webp,living-room-after-curved-modular-sofa-in-neutral-335.webp,interiors,.webp
INT,37,FU-INT-0037.webp,living-room-after-curved-organic-furniture-desig-274.webp,interiors,.webp
INT,38,FU-INT-0038.webp,living-room-after-curved-organic-pendant-lightin-303.webp,interiors,.webp
INT,39,FU-INT-0039.webp,living-room-after-curved-rust-colored-velvet-arm-289.webp,interiors,.webp
INT,40,FU-INT-0040.webp,living-room-after-curved-velvet-sofa-262.webp,interiors,.webp
INT,41,FU-INT-0041.webp,living-room-after-curved-white-sectional-sofa-016.webp,interiors,.webp
INT,42,FU-INT-0042.webp,living-room-after-custom-burgundy-built-in-shelv-263.webp,interiors,.webp
INT,43,FU-INT-0043.webp,living-room-after-custom-golden-tube-pendant-cha-021.webp,interiors,.webp
INT,44,FU-INT-0044.webp,living-room-after-custom-light-wood-floating-she-245.webp,interiors,.webp
INT,45,FU-INT-0045.webp,living-room-after-custom-wooden-slat-entertainme-236.webp,interiors,.webp
INT,46,FU-INT-0046.webp,living-room-after-dark-botanical-feature-wall-wi-219.webp,interiors,.webp
INT,47,FU-INT-0047.webp,living-room-after-dark-walnut-dining-table-with--233.webp,interiors,.webp
INT,48,FU-INT-0048.webp,living-room-after-dark-wood-dining-table-with-cl-211.webp,interiors,.webp
INT,49,FU-INT-0049.webp,living-room-after-double-height-ceiling-with-exp-225.webp,interiors,.webp
INT,50,FU-INT-0050.webp,living-room-after-double-height-ceilings-with-co-079.webp,interiors,.webp
INT,51,FU-INT-0051.webp,living-room-after-emerald-green-sculptural-chand-173.webp,interiors,.webp
INT,52,FU-INT-0052.webp,living-room-after-exposed-brick-accent-wall-257.webp,interiors,.webp
INT,53,FU-INT-0053.webp,living-room-after-exposed-brick-accent-wall-258.webp,interiors,.webp
INT,54,FU-INT-0054.webp,living-room-after-exposed-brick-accent-wall-259.webp,interiors,.webp
INT,55,FU-INT-0055.webp,living-room-after-exposed-brick-accent-wall-261.webp,interiors,.webp
INT,56,FU-INT-0056.webp,living-room-after-exposed-white-wooden-beam-ceil-234.webp,interiors,.webp
INT,57,FU-INT-0057.webp,living-room-after-floor-to-ceiling-built-in-shel-284.webp,interiors,.webp
INT,58,FU-INT-0058.webp,living-room-after-floor-to-ceiling-decorative-wa-301.webp,interiors,.webp
INT,59,FU-INT-0059.webp,living-room-after-floor-to-ceiling-glass-windows-273.webp,interiors,.webp
INT,60,FU-INT-0060.webp,living-room-after-floor-to-ceiling-marble-firepl-229.webp,interiors,.webp
INT,61,FU-INT-0061.webp,living-room-after-floor-to-ceiling-sliding-glass-086.webp,interiors,.webp
INT,62,FU-INT-0062.webp,living-room-after-floor-to-ceiling-windows-with--242.webp,interiors,.webp
INT,63,FU-INT-0063.webp,living-room-after-floor-to-ceiling-windows-with--254.webp,interiors,.webp
INT,64,FU-INT-0064.webp,living-room-after-floor-to-ceiling-windows-with--267.webp,interiors,.webp
INT,65,FU-INT-0065.webp,living-room-after-glass-dining-table-with-dark-w-237.webp,interiors,.webp
INT,66,FU-INT-0066.webp,living-room-after-gold-leaf-decorative-ceiling-w-034.webp,interiors,.webp
INT,67,FU-INT-0067.webp,living-room-after-grey-sectional-sofa-with-plush-260.webp,interiors,.webp
INT,68,FU-INT-0068.webp,living-room-after-large-colorful-abstract-artwor-240.webp,interiors,.webp
INT,69,FU-INT-0069.webp,living-room-after-light-blue-sectional-sofa-with-212.webp,interiors,.webp
INT,70,FU-INT-0070.webp,living-room-after-multiple-circular-gold-rimmed--171.webp,interiors,.webp
INT,71,FU-INT-0071.webp,living-room-after-natural-wood-paneling-and-cabi-226.webp,interiors,.webp
INT,72,FU-INT-0072.webp,living-room-after-nested-circular-coffee-tables--148.webp,interiors,.webp
INT,73,FU-INT-0073.webp,living-room-after-neutral-beige-color-palette-th-215.webp,interiors,.webp
INT,74,FU-INT-0074.webp,living-room-after-neutral-color-palette-121.webp,interiors,.webp
INT,75,FU-INT-0075.webp,living-room-after-organic-curved-sofa-and-armcha-141.webp,interiors,.webp
INT,76,FU-INT-0076.webp,living-room-after-ornate-ceiling-moldings-and-ch-218.webp,interiors,.webp
INT,77,FU-INT-0077.webp,living-room-after-ornate-ceiling-moldings-and-de-232.webp,interiors,.webp
INT,78,FU-INT-0078.webp,living-room-after-sculptural-white-staircase-wit-231.webp,interiors,.webp
INT,79,FU-INT-0079.webp,living-room-after-smart-home-technology-integrat-003.webp,interiors,.webp
INT,80,FU-INT-0080.webp,living-room-after-vertical-striped-accent-wall-t-238.webp,interiors,.webp
INT,81,FU-INT-0081.webp,living-room-after-white-quilted-sectional-sofas--172.webp,interiors,.webp
INT,82,FU-INT-0082.webp,other-after-black-angular-dining-table-wit-250.webp,interiors,.webp
INT,83,FU-INT-0083.webp,other-after-blue-corporate-branding-elemen-044.webp,interiors,.webp
INT,84,FU-INT-0084.webp,other-after-blue-upholstered-seating-area-060.webp,interiors,.webp
INT,85,FU-INT-0085.webp,other-after-bold-geometric-wall-patterns-a-268.webp,interiors,.webp
INT,86,FU-INT-0086.webp,other-after-brown-leather-reclining-cinema-038.webp,interiors,.webp
INT,87,FU-INT-0087.webp,other-after-built-in-banquette-seating-wit-039.webp,interiors,.webp
INT,88,FU-INT-0088.webp,other-after-built-in-desk-with-integrated--304.webp,interiors,.webp
INT,89,FU-INT-0089.webp,other-after-curved-black-curtain-rod-syste-213.webp,interiors,.webp
INT,90,FU-INT-0090.webp,other-after-curved-metallic-mesh-display-s-057.webp,interiors,.webp
INT,91,FU-INT-0091.webp,other-after-dramatic-arched-doorway-with-b-183.webp,interiors,.webp
INT,92,FU-INT-0092.webp,other-after-exposed-white-ceiling-with-hva-050.webp,interiors,.webp
INT,93,FU-INT-0093.webp,other-after-fiber-optic-starlit-ceiling-023.webp,interiors,.webp
INT,94,FU-INT-0094.webp,other-after-geometric-black-and-white-hexa-152.webp,interiors,.webp
INT,95,FU-INT-0095.webp,other-after-geometric-led-lighting-system--156.webp,interiors,.webp
INT,96,FU-INT-0096.webp,other-after-geometric-patterned-tile-backs-309.webp,interiors,.webp
INT,97,FU-INT-0097.webp,other-after-green-fiber-optic-pendant-ligh-294.webp,interiors,.webp
INT,98,FU-INT-0098.webp,other-after-illuminated-glass-wardrobes-wi-184.webp,interiors,.webp
INT,99,FU-INT-0099.webp,other-after-industrial-black-ceiling-with--286.webp,interiors,.webp
INT,100,FU-INT-0100.webp,other-after-industrial-black-exposed-ceili-297.webp,interiors,.webp
INT,101,FU-INT-0101.webp,other-after-industrial-exposed-ceiling-wit-300.webp,interiors,.webp
INT,102,FU-INT-0102.webp,other-after-industrial-slatted-ceiling-des-266.webp,interiors,.webp
INT,103,FU-INT-0103.webp,other-after-large-circular-pendant-lights--275.webp,interiors,.webp
INT,104,FU-INT-0104.webp,other-after-large-sculptural-blue-ampersan-047.webp,interiors,.webp
INT,105,FU-INT-0105.webp,other-after-linear-led-ceiling-lighting-de-324.webp,interiors,.webp
INT,106,FU-INT-0106.webp,other-after-linear-led-strip-lighting-in-w-155.webp,interiors,.webp
INT,107,FU-INT-0107.webp,other-after-marble-dining-table-with-sleek-224.webp,interiors,.webp
INT,108,FU-INT-0108.webp,other-after-modular-workstation-desks-with-067.webp,interiors,.webp
INT,109,FU-INT-0109.webp,other-after-ornate-gold-gilded-frame-094.webp,interiors,.webp
INT,110,FU-INT-0110.webp,other-after-overhead-mesh-grid-with-integr-065.webp,interiors,.webp
INT,111,FU-INT-0111.webp,other-after-pyramid-shaped-skylight-with-g-105.webp,interiors,.webp
INT,112,FU-INT-0112.webp,other-after-silver-beveled-mirror-frame-093.webp,interiors,.webp
INT,113,FU-INT-0113.webp,other-after-sophisticated-led-strip-ceilin-299.webp,interiors,.webp
INT,114,FU-INT-0114.webp,other-after-suspended-kinetic-art-installa-276.webp,interiors,.webp
INT,115,FU-INT-0115.webp,other-after-textured-brick-wall-treatment-272.webp,interiors,.webp
INT,116,FU-INT-0116.webp,other-after-yellow-accent-chairs-contrasti-154.webp,interiors,.webp
JNR,1,FU-JNR-0001.webp,joinery-after-vertical-wood-slat-accent-wall-001.webp,joinery,.webp
JNR,2,FU-JNR-0002.webp,other-after-built-in-wooden-desk-with-natu-333.webp,joinery,.webp
JNR,3,FU-JNR-0003.webp,other-after-built-in-wooden-entertainment--041.webp,joinery,.webp
JNR,4,FU-JNR-0004.webp,other-after-dark-fluted-wood-bar-front-228.webp,joinery,.webp
JNR,5,FU-JNR-0005.webp,other-after-dark-marble-or-stone-staircase-170.webp,joinery,.webp
JNR,6,FU-JNR-0006.webp,other-after-dark-wood-vertical-slat-paneli-336.webp,joinery,.webp
JNR,7,FU-JNR-0007.webp,other-after-floating-wooden-staircase-with-025.webp,joinery,.webp
JNR,8,FU-JNR-0008.webp,other-after-modular-wooden-meeting-pods-wi-045.webp,joinery,.webp
JNR,9,FU-JNR-0009.webp,other-after-wood-look-tile-flooring-061.webp,joinery,.webp
JNR,10,FU-JNR-0010.webp,other-after-wooden-slat-pergola-ceiling-wi-217.webp,joinery,.webp
KIT,1,FU-KIT-0001.webp,kitchen-after-black-fluted-wood-island-desig-032.webp,kitchen,.webp
KIT,2,FU-KIT-0002.webp,kitchen-after-black-marble-feature-wall-with-018.webp,kitchen,.webp
KIT,3,FU-KIT-0003.webp,kitchen-after-black-marble-feature-walls-wit-019.webp,kitchen,.webp
